title,id
Inukjuak Airport,2943193
Ivujivik Airport,2943196
Ile aux Coudres Airport,2943230
Ile-aux-Grues Airport,2943232
Iles-de-la-Madeleine Airport,2943235
Joliette Airport,2943278
Kangiqsualujjuaq (Georges River) Airport,2943286
Kangirsuk Airport,2943294
Kattiniq/Donaldson Airport,2943299
Kuujjuarapik Airport,2943309
Kangiqsujuaq (Wakeham Bay) Airport,2943316
Kegaska Airport,2943319
Kuujjuaq Airport,2943322
Georges River Airport,2943338
Wakeham Bay Airport,2943341
Donaldson Airport,2943347
Kegashka Airport,2943351
Dolbeau-St-Felicien Airport,2943644
Gaspe Airport,2943647
Faro Airport (FAO) - The Algarve Portugal,2944063
Faro International Airport,2944199
List of airports in the San Francisco Bay Area,2944656
Gimpo International Airport station,2944991
La Grand Riviere Airport,2945557
La Grande-4 Airport,2945563
La Grande-3 Airport,2945565
La Romaine Airport,2945567
La Sarre Airport,2945573
La Tabatière Airport,2945577
La Tuque Airport,2945579
Lac à la Perchaude Airport,2945587
Lac Agile (Mascouche) Airport,2945592
La Tabatiere Airport,2945672
Lac a la Perchaude Airport,2945682
Lac Etchemin Airport,2945713
Lebel-sur-Quévillon Airport,2945896
Lennoxville (Airview) Airport,2945899
Louiseville Airport,2945900
Lourdes-de-Blanc-Sablon Airport,2945905
Lourdes-de-Joliette Airport,2945912
Lac-à-la-Tortue Airport,2945920
Lac-a-la-Tortue Airport,2946058
L'Assomption Airport,2946144
Maniwaki Airport,2948598
Mansonville Airport,2948608
Matagami Airport,2948613
Matane/Russell-Burnett Airport,2948618
Mont-Joli Airport,2948633
Mont-Laurier Airport,2948635
Montmagny Airport,2948638
Montréal/Boisvert & Fils Water Airport,2948806
Montréal/Marina Venise Water Airport,2948818
Mont-Tremblant/Saint-Jovite Airport,2948824
Natashquan Airport,2948828
St-Jovite Airport,2948935
Nemiscau Airport,2949341
Parent Airport,2949350
Port-Menier Airport,2949357
Poste Montagnais Airport,2949359
Puvirnituq Airport,2949360
Palm Beach County Park Airport,2950495
Val De Cans Airport,2950793
Hayward Executive Airport,2951083
Livermore Municipal Airport,2951104
Palo Alto Airport,2951158
Reid–Hillview Airport,2951197
Cotswold Airport,2952639
Template:US-airport-ga,2954160
Template:US-airport-mil,2954478
Kallang Airport,2954568
Djibouti–Ambouli International Airport,2955839
Paro International Airport,2955933
General Jose Maria Yanez International Airport,2956106
Category:Airports in Sonora,2956122
North Palm Beach County General Aviation Airport,2956937
Meacham International Airport,2957556
Paphos International Airport,2957750
Urumqi International Airport,2958047
Palm Beach County Glades Airport,2961918
Xiamen Gaoqi International Airport,2963867
Wikipedia:Articles for deletion/Shannon Airport Enthusiasts,2965175
Airport Core Program,2966153
Quaqtaq Airport,2966193
Québec/Lac Saint-Augustin Water Airport,2966198
Richelieu Airport,2966400
Mont-Tremblant International Airport,2966407
Rivière Bonnard Airport,2966433
Rivière-du-Loup Airport,2966444
Roberval Airport,2966445
Rougemont Airport,2966447
Rouyn-Noranda Airport,2966450
Salluit Airport,2966503
Schefferville Airport,2966508
Senneterre Airport,2966513
Sherbrooke Airport,2966553
Sorel Airport,2966554
Stanhope Airport,2966556
Stanstead/Weller Airport,2966650
Ostrava-Mosnov International Airport,2966977
Hanover Airport (disambiguation),2967118
Warsaw International Airport,2967293
"Simón Bolívar International Airport, Ecuador",2967707
Tasiujaq Airport,2968842
Tête-à-la-Baleine Airport,2968848
Thetford Mines Airport,2968852
Trois-Rivières Airport,2968856
Umiujaq Airport,2968859
Valcourt Airport,2968952
Val-d'Or Airport,2968955
Victoriaville Airport,2968962
Waskaganish Airport,2968969
Wemindji Airport,2968971
Weymontachie Airport,2968974
Plattsburgh International Airport,2969563
Darwin Airport,2970276
Killaloe/Bonnechere Airport,2970476
Orange County Airport (California),2971423
Mumbai International Airport,2971697
Mumbai Airport,2971719
St. Catharines/Niagara District Airport,2975187
St. Brieux Airport,2975224
St. Francis Airport,2975231
St. François Xavier Airport,2975235
St. Joseph Island Airport,2975242
Ste. Rose du Lac Airport,2975245
St. Theresa Point Airport,2975253
Saint-Augustin Airport,2975458
Lambert International Airport,2975507
Saint Louis International Airport,2975508
St. Louis International Airport,2975511
International Airport Irkutsk,2976866
Norwood Memorial Airport,2976929
Connellan Airport,2978553
Banja Luka International Airport,2978829
Mostar International Airport,2979004
International Airport of Rio de Janeiro,2979158
Southern California Logistics Airport,2981321
Hawkesbury Airport,2982812
Hawkesbury (East) Airport,2982870
Hawkesbury (Windover Field) Airport,2982908
Pitt Meadows Regional Airport,2983732
Robert Gabriel Mugabe International Airport,2984967
Mackay Airport,2987027
Gananoque Airport,2989963
Category:Airports of the British Commonwealth Air Training Plan,2990005
Palo Alto airport,2991064
O'hare Airport,2991262
Gimli Industrial Park Airport,2991315
Gimli Airport,2991412
Strahan Airport,2991954
Tribhuwan International Airport,2994501
Pickering International Airport,2995767
Template:US-airport2,3002033
Kodiak Airport,3002468
Dawson Airport,3003405
Princeville Airport,3003482
San Francisco International Airport Station,3005083
Caransebes Airport,3006681
Freeport International Airport,3008717
Central Illinois Regional Airport,3008824
Busselton Margaret River Airport,3009162
Shelby County Airport,3012150
Samui Airport,3014151
Cox Dayton International Airport,3015616
Chicago O'Hare Airport,3016699
Andenes Airport,3017202
Stokmarknes Airport,3018973
Aalborg Airport,3020677
JFK airport,3022018
"List of Airports of Clark County, Nevada",3029243
Diwopu Airport,3029618
Wulumuqi Diwopu Airport,3029669
Urumqi Airport,3029678
Wulumuqi Airport,3029688
Urumqi Diwopu Airport,3029713
Wulumuqi Diwopu International Airport,3029744
"Harstad/Narvik Airport, Evenes",3029769
Ürümqi Diwopu Airport,3029784
Ürümqi Airport,3029787
Qingdao International Airport,3029943
Qingdao liuting International Airport,3029969
Airport Special Unit,3041362
Airport Security Unit (Hong Kong),3041506
Airport Security Unit,3041703
Bandaranaike Airport,3043485
Sri Lanka Airport,3043495
Category:Airports in Aruba,3047470
Trenton Airport,3048691
King Salmon Airport,3049062
Dillingham Airport,3049185
Sochi International Airport,3049336
Nome Airport,3049350
Miami-Opa Locka Executive Airport,3050489
Alliston Airport,3051694
Armstrong Airport,3051698
Arnstein Airport,3051702
Attawapiskat Airport,3051709
Atwood Airport,3051711
Atwood/Coghlin Airport,3051713
Baldwin Airport,3051825
Bancroft Airport,3051827
Bearskin Lake Airport,3051842
Big Trout Lake Airport,3051883
Brantford Airport,3051891
Brussels (Armstrong Field) Airport,3051893
Cambridge/Reid's Field Airport,3052019
Carey Lake Airport,3052022
Cat Lake Airport,3052023
Chapleau Airport,3052032
Chapleau Water Airport,3052034
Chatham-Kent Airport,3052036
Template:Airports in Poland,3052104
Cobden/Bruce McPhail Memorial Airport,3052150
Cookstown Airport,3052170
Cottam Airport,3052172
Waco Municipal Airport,3052337
Arcata Airport,3052400
Lee C. Fine Memorial Airport,3053219
Akron Executive Airport,3053455
Alice International Airport,3053605
Alamogordo–White Sands Regional Airport,3053783
Anniston Regional Airport,3054157
Anderson Regional Airport,3054237
Annette Island Airport,3054323
Lima Allen County Airport,3054356
Tyendinaga (Mohawk) Airport,3054386
Picton Airport,3054517
John F. Kennedy Memorial Airport,3054546
San Rafael Airport,3054804
Airport Facility Directory,3056956
Goderich Airport,3057842
Sky Harbour Airport,3058136
Logan County Airport (Illinois),3060532
Apalachicola Regional Airport,3060561
Colonel James Jabara Airport,3060585
Taylor County Airport (Kentucky),3060621
Alturas Municipal Airport,3060641
Antrim County Airport,3060668
List of airports: A,3061120
List of airports: B,3061122
List of airports: C,3061123
List of airports: D,3061127
List of airports: E,3061130
List of airports: F,3061132
List of airports: G,3061136
List of airports: H,3061139
List of airports: I,3061142
List of airports: J,3061144
List of airports: K,3061146
List of airports: L,3061151
List of airports: M,3061152
List of airports: N,3061153
List of airports: O,3061155
List of airports: P,3061161
List of airports: Q,3061166
List of airports: R,3061171
List of airports: S,3061177
List of airports: T,3061184
List of airports: U,3061188
List of airports: V,3061189
List of airports: W,3061194
List of airports: X,3061197
List of airports: Y,3061202
List of airports: Z,3061203
Antonio (Nery) Juarbe Pol Airport,3061528
VC Bird Airport,3062816
Category:Airports in Virginia,3063885
Eros Airport,3064205
Theodore Francis Green State Airport,3067103
"Airport Surface Detection Equipment, Model X",3067140
Guglielmo Marconi International Airport,3067253
Buon Ma Thuot Airport,3068476
Cam Ranh International Airport,3068882
Pleiku Airport,3070264
Category:Airports in Alabama,3070638
Category:Airports in Alaska,3070661
Category:Airports in Arizona,3070915
Category:Airports in Arkansas,3071035
Category:Airports in California,3071065
Category:Airports in Connecticut,3071504
Category:Airports in Delaware,3071517
Category:Airports in Florida,3071524
Category:Airports in Georgia (U.S. state),3071654
Category:Airports in Guam,3071703
Category:Airports in Hawaii,3071708
Category:Airports in Idaho,3072009
Category:Airports in Illinois,3072027
Category:Airports in Indiana,3072174
Category:Airports in Iowa,3072212
Category:Airports in Kansas,3072257
Category:Airports in Kentucky,3072285
Category:Airports in Louisiana,3072301
Category:Airports in Maine,3072414
Category:Airports in Maryland,3072537
Category:Airports in Massachusetts,3072612
Category:Airports in Michigan,3072912
North Central Airport,3072968
Category:Airports in Minnesota,3073069
Category:Airports in Mississippi,3073114
Category:Airports in Missouri,3073145
Category:Airports in Montana,3073254
Category:Airports in Nebraska,3073341
Category:Airports in Nevada,3073374
Category:Airports in New Hampshire,3073406
Category:Airports in New Jersey,3073424
Category:Airports in New Mexico,3073452
Category:Airports in New York (state),3073477
Category:Airports in North Carolina,3073606
Category:Airports in North Dakota,3073626
Category:Airports in Ohio,3073641
Category:Airports in Oklahoma,3073663
Category:Airports in Oregon,3073685
Category:Airports in Pennsylvania,3073742
Category:Airports in Rhode Island,3073787
Category:Airports in South Carolina,3073801
Category:Airports in South Dakota,3073819
Category:Airports in Tennessee,3073840
Category:Airports in Texas,3073863
Port Moresby International Airport,3074451
Westerly State Airport,3074530
Tbilisi International Airport,3074564
Category:Airports in the United States Virgin Islands,3074679
Category:Airports in Utah,3074692
Category:Airports in Vermont,3074714
Borispol International Airport,3075055
Potomac Airport,3076127
"Domestic Airport railway station, Sydney",3076439
Knock International Airport,3077703
Luton Airport (TV series),3080393
Eastern Slopes Regional Airport,3080833
Phu Bai International Airport,3084394
Lien Khuong Airport,3084584
List of airports in Vietnam,3084715
Duong Dong Airport,3084936
Can Tho International Airport,3084967
Rạch Giá Airport,3085000
Cà Mau Airport,3085042
Cam Ly Airport,3085059
Cat Bi International Airport,3085081
Con Dao Airport,3085094
Điện Biên Phủ Airport,3085117
Tuy Hoa Airport,3085136
Nà Sản Airport,3085185
Phu Cat Airport,3085199
Ovda Airport,3085259
Airport Terminal 1 East/West (SEPTA station),3086929
Airport Terminal B (SEPTA station),3086955
Airport Terminal C (SEPTA station),3086975
Airport Terminal E (SEPTA station),3086988
Juan Álvarez International Airport,3087523
La Calera International Airport,3090553
Roberto Fierro Villalobos International Airport,3090901
Cuernavaca International Airport,3090993
Chicago Executive Airport,3091031
Ignacio L. Pesqueira International Airport,3091107
Gral. Rafael Buelna International Airport,3091251
Servando Canales International Airport,3091322
The University of Illinois Willard Airport,3092047
Las Mercedes International Airport,3092493
Moissant Airport,3093948
Moisant Airport,3094685
Gustavo Rojas Pinilla International Airport,3099938
Faisalabad International Airport,3100354
Someşeni International Airport,3100419
Cluj Napoca International Airport,3100420
Hoxton Park Airport,3100978
Bali International Airport,3107507
Pochentong International Airport,3114601
Presidente Juscelino Kubitschek Airport,3114992
Category:Airports in Bhutan,3115642
Category:Airports in Georgia (country),3115655
Category:Airports in Uzbekistan,3115669
Wikipedia:WikiProject Airports/naming conventions,3117645
Rome and Vienna Airport Attacks,3123261
Luxor International Airport,3123421
Metro/Airport station,3124446
Category:Airports in Scotland,3125441
Category:Airports in Wales,3125447
Airport Core Program (Hong Kong),3128088
Hong Kong Airport Core Programme,3128363
Oakland County International Airport,3128474
Oakland/Troy Airport,3128602
Kyiv International Airport (Zhuliany),3129218
Cologne-Bonn Airport,3129243
Dallas/Fort Worth International Airport,3130475
Cochin airport,3132423
Cochin International Airport Limited,3132431
Kiev (Zhulyany) Airport,3134749
Newark International Airport (NJT station),3135412
Burbank Airport–South station,3135460
Boryspil International Airport,3137088
Gardermoen Airport,3142080
Oslo Airport Express,3142202
Ercan airport,3146951
Frederick Regional Airport,3147391
Frederick Municipal Airport,3147457
Capital Region Airport Commission,3148111
List of airports by ICAO code: A,3148991
List of airports by ICAO code: B,3149050
List of airports by ICAO code: D,3149151
Mineta International Airport,3153552
Category:Airports in the Faroe Islands,3156621
Category:Airports in Ukraine,3156643
Stapleford Airport,3158643
Hongqiao International Airport,3160030
Trent Lott International Airport,3163650
Aniak Airport,3164183
Addison Airport Toll Tunnel,3168745
Albany Airport (Western Australia),3173913
Ivanpah Airport,3179207
Benbecula Airport,3183638
Wick Airport,3183668
Tiree Airport,3190658
Bagotville Airport,3190884
Shiraz Airport,3192573
Fayetteville Municipal Airport (Arkansas),3196562
Savannah International Airport,3197296
Jorge Wilstermann International Airport,3199069
Jorge Wilstermann Airport,3199091
Tan Son Nhut Airport,3201056
Music for Airports: Ambient 1,3203099
Ambient 1/Music for Airports,3203107
Ambient 1 Music for Airports,3203117
Shelby County Airport (Alabama),3204453
Abraham Lincoln Capital Airport,3210741
Total Airport Management System,3216819
Decatur Airport,3218639
Londonderry Eglinton airport,3219635
Airport/Facility Directory,3221843
Greenville Downtown Airport,3225053
Wilkes-Barre Wyoming Valley Airport,3225508
La Chinita International Airport,3226482
Kyiv Boryspil Airport,3231743
Stewart Airport,3236076
Kaduna International Airport,3238663
Almería Airport,3239712
Jersey Airport,3240000
"Colombo International Airport, Ratmalana",3240107
Category:Airports in Sri Lanka,3240156
Anuradhapura Airport,3240208
Göteborg-Landvetter Airport,3241941
Imeson Airport,3255507
Qingdao Liuting Airport,3256524
Qingdao Airport,3256552
Allegheny County Airport Authority,3258540
Rostraver Airport,3258736
Al Maktoum International Airport,3260694
Dabolim Airport,3260816
Sioux Lookout Airport,3265408
"Bankstown Airport, Sydney",3269497
Hot in the Airport,3272293
Hangzhou Xiaoshan International Airport,3284060
Francisco Mendes International Airport,3285995
Praia Airport,3285999
Francisco Mendes Airport,3286001
Sibiu Airport,3287941
List of airports in Nigeria,3288800
Richmond-Airport-Vancouver Line,3292314
Airports expressway,3294114
Lahr Airport,3295628
File:Fairport Convention-Unhalfbricking (album cover).jpg,3304663
Amílcar Cabral International Airport,3305524
Amilcar Cabral Airport,3305528
Sal Airport,3305544
Sal International Airport,3305547
Kuching International Airport,3307418
Bilbao Airport,3307725
Hostomel Airport,3308497
Antonov Airport,3308501
Antonov International Airport,3308504
Norfolk Island Airport,3309584
San Javier-Murcia Airport,3311043
Murcia San Javier Airport,3311793
Arkansas International Airport,3312387
Malaga Airport,3313315
Guglielmo Marconi Airport,3313418
Esenboga Airport,3313482
Milano Airport,3313539
Alicante–Elche Miguel Hernández Airport,3316930
El Altet Airport,3316978
Domodedovo airport,3320010
Ronald Reagan Airport,3322859
Hopkins International Airport,3323302
Hong Kong Airport Security Unit,3327830
Category:Airports in West Virginia,3327878
International Airport Szczytno-Szymany,3328194
Jardines del Rey Airport,3331368
Ningbo Lishe International Airport,3339978
Wenzhou Longwan International Airport,3340288
Maharaja Bir Bikram Airport,3348278
Toronto Lester B. Pearson International Airport (TLBPIA),3351761
Category:Airports in Wyoming,3351970
Category:Airports in Wisconsin,3352140
Taupō Airport,3353749
Robin Hood Airport,3359246
John A. Osborne Airport,3364069
W. H. Bramble Airport,3364165
Norwood Municipal Airport,3367572
Bramble Airport,3371132
"""Kyiv"" (Zhulyany) Airport",3371133
HW Bramble Airport,3371139
Gerald Airport,3371143
Montserrat Airport,3371151
Wallblake Airport,3371263
Clayton J. Lloyd International Airport,3371273
Category:Airports in Cape Verde,3373703
Nelson Mandela International Airport,3373964
Skavsta Airport,3377104
Roskilde Airport,3377735
Kyiv-Zhulyany Airport,3380597
Category:Airports in Gibraltar,3382176
Category:Airports in Antarctica,3382194
Luton airport,3384456
La Guardia airport,3398152
John F. Kennedy airport,3398164
Newark airport,3398169
Template:Asia-airport-stub,3399753
Template:Europe-airport-stub,3399762
Template:NorthAm-airport-stub,3399784
Template:US-airport-stub,3399785
Category:Asian airport stubs,3399837
Category:European airport stubs,3399874
Category:United States airport stubs,3399888
Category:North American airport stubs,3399927
Category:Airports by country,3401038
Colorado Springs Municipal Airport,3408364
International Airport (Philadelphia),3410735
Marseille Provence Airport,3412498
Daniel Oduber Quiros International Airport,3412520
Galeão International Airport,3436025
Westfield-Barnes Regional Airport,3442501
Sky Harbor International Airport,3444320
Inchon Airport,3446306
Edmonton City Centre Airport,3449258
Minangkabau International Airport,3449791
Palanaga International Airport,3452076
FlyBalaton Airport,3453032
Deseronto Airport,3454371
Airport Tycoon 3,3455022
Airport Tycoon 2,3455023
De Lesseps Lake Airport,3457913
Deep River/Rolph Airport,3457918
Dryden Regional Airport,3457946
Dunnville Airport,3457961
Durham (Mulock) Airport,3457963
Eagle River Airport,3457970
Ear Falls Airport,3457974
Elk Lake Airport,3457986
Elmira (East) Airport,3457995
Elmira Airport,3458005
Emsdale Airport,3458012
Essex Airport,3458019
Ethel Airport,3458023
Fergus (Juergensen Field) Airport,3458027
Los Angeles City Department of Airports,3458452
Tromsø Airport,3460691
Troms airport,3460875
Malabo Airport,3462124
Category:Airports in Equatorial Guinea,3462179
Rome and Vienna Airport attacks,3464196
Paya Lebar International Airport,3465989
Airports Authority of India,3470389
Template:Canada-airport-stub,3471119
Category:Canadian airport stubs,3471130
Palanga International Airport,3472229
Malmö Airport,3472650
Bata Airport,3473767
Piarco International Airport,3473790
Crown Point International Airport,3473959
Stockholm Västerås Airport,3474354
Susquehanna Area Regional Airport Authority,3475423
List of airports by ICAO code: N,3476036
Chipman Airport,3477512
Faro Airport (Canada),3478440
Capital City Airport (Pennsylvania),3479308
Kota Kinabalu International Airport,3479387
Malabo International Airport,3479797
Fordwich Airport,3484142
Fort Albany Airport,3484145
Fort Erie Airport,3484149
Fort Frances Municipal Airport,3484152
Fort Hope Airport,3484156
Fort Severn Airport,3484159
Geraldton (Greenstone Regional) Airport,3484164
Gore Bay-Manitoulin Airport,3484172
Grand Bend Airport,3484178
Greenbank Airport,3484184
Grimsby Regional Airport,3484187
Guelph Airport,3484191
Cincinnati–Blue Ash Airport,3485494
Johnson County Industrial Airport,3485587
Saint Petersburg-Clearwater International Airport,3485905
Palam Airport,3486358
IGI Airport,3486474
Haliburton/Stanhope Municipal Airport,3489000
Hanover Saugeen Airport,3489001
Harrow Airport,3489003
Hearst (René Fontaine) Municipal Airport,3489006
Highgate Airport,3489009
Hornepayne Municipal Airport,3489013
Huntsville/Deerhurst Resort Airport,3489021
Ignace Municipal Airport,3489022
Iroquois Airport,3489024
Iroquois Falls Airport,3489025
La Palma Airport,3490859
Springbank Airport,3492466
Tonopah Test Range Airport,3495075
Brockville-Thousand Islands Regional Airport,3498010
Sky Ranch Airport,3498118
Class B Airports,3498266
Portal:London/DYK/Airports,3498687
Land's End Airport,3499067
Dunedin Airport,3499230
Paderborn Lippstadt Airport,3499293
Neosho Hugh Robinson Airport,3501340
Faaa International Airport,3501468
Floyd Bennett Memorial Airport,3502087
Princeton Airport (New Jersey),3502197
Tonoapah Test Range Airport,3503104
Category:Airports in Greenland,3504051
Barnes airport,3505327
Halifax airport,3509575
"Lancaster Airport, Lancaster, Pennsylvania",3515919
Buffalo-Lancaster Regional Airport,3515984
Lancaster Regional Airport,3516023
Lancaster County Airport,3516066
Israel Airports Authority,3517201
Kakabeka Falls Airport,3518280
Kasabonika Airport,3518284
Kashechewan Airport,3518290
Keene/Elmhirst's Resort Airport,3518291
Keewaywin Airport,3518295
Kenora Airport,3518298
Kincardine (Ellis Field) Airport,3518303
Kincardine Municipal Airport,3518310
Kincardine/Shepherd's Landing Airport,3518312
Kingfisher Lake Airport,3518315
Kirkland Lake Airport,3518318
Lansdowne House Airport,3518635
Leamington Airport,3518639
Lefroy Airport,3518642
Lindsay/Kawartha Lakes Municipal Airport,3518645
Listowel Airport,3518647
London/Chapeskie Field Airport,3518652
Lucan Airport,3518656
Manitouwadge Airport,3518660
Manitowaning/Manitoulin East Municipal Airport,3518664
Mansfield Airport,3518669
Mattawa Airport,3518673
Midland/Huronia Airport,3518680
Miminiska Airport,3518686
Moosonee Airport,3518991
Trenton/Mountain View Airport,3518997
Muskoka Airport,3519000
Muskrat Dam Airport,3519003
Nakina Airport,3519007
Nestor Falls Airport,3519017
New Liskeard Airport,3519024
New Lowell Airport,3519026
Niagara Falls/Niagara South Airport,3519028
Nixon Airport,3519030
Nobleton Airport,3519037
North Spirit Lake Airport,3519042
"Burbank, Glendale, Pasadena Airport",3519757
Antalya Airport,3520009
O'Hare (Airport),3520482
O'Hare (airport),3520594
Dayton–Wright Brothers Airport,3521755
Rosecrans Memorial Airport,3522264
Imo Airport,3524163
Ogoki Post Airport,3525730
Opapimiskan Lake Airport,3525733
Orillia Ramara Regional Airport,3525745
Orton/Smith Field Airport,3525747
Palmerston Airport,3525749
Parry Sound Area Municipal Airport,3525751
Peawanuck Airport,3525772
Pelee Island Airport,3525776
Norwood Airport,3525911
Pickle Lake Airport,3526163
Pikangikum Airport,3526169
Plevna/Tomvale Airport,3526174
Poplar Hill Airport,3526177
Port Colborne Airport,3526182
Port Elgin (Pryde Field) Airport,3526186
Port Elgin Airport,3526189
Red Lake Airport,3526203
Rockton Airport,3526215
Rodney (New Glasgow) Airport,3526218
Bled airport,3526924
Capital City Airport,3529483
Capital City Airport CXY,3529492
Round Lake (Weagamow Lake) Airport,3529625
Sachigo Lake Airport,3529634
Sandy Lake Airport,3529639
Sarnia Chris Hadfield Airport,3529645
Sexsmith/Exeter Airport,3529657
Simcoe (Dennison Field) Airport,3529662
Sioux Narrows Airport,3529666
Slate Falls Airport,3529671
Stoney Creek Airport,3529796
Stoney Point (Le Cunff) Airport,3529798
Straffordville Airport,3529800
Strathroy (Blue Yonder) Airport,3529802
Sudbury/Coniston Airport,3529806
Summer Beaver Airport,3529810
Teeswater (Thompson Field) Airport,3529813
Terrace Bay Airport,3529820
Thessalon Municipal Airport,3529823
Tillsonburg Airport,3529829
Tobermory Airport,3529835
Domestic airport,3530091
Joint-use airport,3530096
Domestic airports,3530110
Tottenham/Volk Airport,3530376
Vermilion Bay Airport,3530381
Wawa Airport,3530383
Webequie Airport,3530386
Niagara Central Dorothy Rungeling Airport,3530389
Westport/Rideau Lakes Airport,3530391
Wiarton Airport,3530396
Windermere Airport,3530399
Woodstock Airport,3530404
Wyevale (Boker Field) Airport,3530408
York Airport,3530410
Wunnumin Lake Airport,3530429
Edenvale Airport,3530480
Delhi Airport,3531027
Ardmore Airport (New Zealand),3533585
Ashburton Airport,3533944
Chatham Islands / Tuuta Airport,3534141
File:Rome airport 1985.jpg,3539002
El Nouzha Airport,3539281
Vigo–Peinador Airport,3539488
Vigo Airport,3539491
Chitose Airport,3540038
Pryor Field Regional Airport,3543305
Con Son Airport,3547411
Can Tho Airport,3547423
Airport (Niagara Falls),3547716
Niigata Airport,3550740
Akita Airport,3550802
Fukushima Airport,3550901
Reus Airport,3557559
Aurora Municipal Airport (Nebraska),3558345
Kushiro Airport,3559303
Wakkanai Airport,3559424
Wausau Downtown Airport,3561703
Sesquicentenario Airport,3565306
Mzuzu Airport,3565606
Airports Authority Of India,3565719
Málaga Airport,3565735
Providenciales International Airport,3565749
Naples International Airport,3565811
Bologna Guglielmo Marconi Airport,3565861
Nice's international airport,3568291
Schiphol Airport,3570259
Altona Municipal Airport,3570374
Arborg Airport,3570376
Arnes Airport,3570378
Ashern Airport,3570383
Berens River Airport,3570391
Big Sand Lake Airport,3570397
Bird River (Lac du Bonnet) Airport,3570399
Bloodvein River Airport,3570408
Brochet Airport,3570412
Carman (South) Airport,3570414
Carman/Friendship Field Airport,3570417
Churchill Airport,3570420
Cross Lake (Charlie Sinclair Memorial) Airport,3570427
Crystal City-Pilot Mound/Louise Municipal Airport,3570430
Lt. Col W.G. (Billy) Barker VC Airport,3570433
Deloraine Airport,3570437
Easterville Airport,3570441
Elk Island Airport,3570444
Erickson Municipal Airport,3570446
Fisher Branch Airport,3570448
Flin Flon Airport,3570451
Gilbert Plains Airport,3570796
Gillam Airport,3570798
Glenboro Airport,3570807
Gods Lake Airport,3570809
Gods Lake Narrows Airport,3570815
Gods River Airport,3570819
Gunisao Lake Airport,3570826
Hartney Airport,3570833
Homewood Airport,3570838
Ilford Airport,3570841
Island Lake Airport,3570843
Jenpeg Airport,3570850
Kelsey Airport,3570851
Killarney Municipal Airport,3570854
Knee Lake Airport,3570858
Lac Brochet Airport,3570862
Laurie River Airport,3570871
Leaf Rapids Airport,3570874
Central Jersey Regional Airport,3572293
Lundar Airport,3573850
Lynn Lake Airport,3573854
Macdonald Airport,3573859
Manitou Airport,3573866
Matheson Island Airport,3573873
McCreary Airport,3573877
Melita Airport,3573883
Minnedosa Airport,3573886
Molson Lake Airport,3573892
Neepawa Airport,3573900
Nejanilini Lake Airport,3573905
North Seal River Airport,3573907
Norway House Airport,3573910
Riverton Airport,3574468
Roblin Airport,3574473
Roland (Graham Field) Airport,3574474
Rosenort Airport,3574477
Russell Airport,3574480
Selkirk Airport,3574483
Shamattawa Airport,3574490
Shoal Lake Airport,3574492
Silver Falls Airport,3574498
Snow Lake Airport,3574506
Oak Hammock Air Park Airport,3574513
Oxford House Airport,3574515
Pikwitonei Airport,3574518
Pine Dock Airport,3574521
Poplar River Airport,3574529
Portage la Prairie (North) Airport,3574532
Portage la Prairie/Southport Airport,3574535
Pukatawagan Airport,3574538
Red Sucker Lake Airport,3574545
Reston/R.M. of Pipestone Airport,3574549
South Indian Lake Airport,3575004
Starbuck Airport,3575006
Steinbach (South) Airport,3575008
Steinbach Airport,3575010
Strathclair Airport,3575012
Swan River Airport,3575014
Tadoule Lake Airport,3575016
The Pas Airport,3575018
The Pas/Grace Lake Airport,3575021
Thicket Portage Airport,3575026
Thompson Airport,3575209
Treherne Airport,3575224
Virden (Gabrielle Farm) Airport,3575227
Virden (West) Airport,3575229
Woodlands Airport,3575242
Winnipeg/Lyncrest Airport,3575249
Winnipeg/St. Andrews Airport,3575254
York Landing Airport,3575258
Zhoda Airport,3575261
List of airports in Bangladesh,3576218
West Michigan Regional Airport,3580073
List of airports by ICAO code: M,3581869
Gisborne Airport,3582976
Watertown Municipal Airport (Wisconsin),3583039
Vermilion Regional Airport,3589915
International Airport (Orlando),3590712
Tampa Airport,3590722
Osaka Airport Station,3597633
Kadanwari Airport,3599717
Airport (Charleston),3609597
Sunan Airport,3611704
Porto Airport,3613682
List of airports by ICAO code: L,3613782
List of airports by ICAO code: O,3613921
List of airports by ICAO code: F,3613984
Koggala Airport,3615607
Kozhikode International Airport,3615744
María Montez International Airport,3616746
Valencia Airport,3617832
List of airports by ICAO code: S,3618511
List of airports by ICAO code: V,3618663
List of airports by ICAO code: W,3618865
List of airports by ICAO code: Z,3618925
List of airports by ICAO code: Y,3618938
List of airports by ICAO code: U,3618944
Narita Airport Terminal 2·3 Station,3619146
Narita Airport Terminal 1 Station,3619210
Airport traffic pattern,3619992
Sanford Airport,3621122
Acme Airport,3624373
Andrew Airport,3624377
Athabasca Regional Airport,3624382
Banff Airport,3624386
Barrhead Airport,3624390
Bashaw Airport,3624393
Bassano Airport,3624395
Bawlf (Blackwells) Airport,3624397
Beaverlodge Airport,3624399
Beiseker Airport,3624402
Birch Mountain Airport,3624406
Bjorgum Farm Airport,3624408
Black Diamond/Cu Nim Airport,3624410
Blackie/Wilderman Farm Airport,3624412
Bonnyville Airport,3624415
Bow Island Airport,3624417
Boyle Airport,3624419
Brant (Dixon Farm) Airport,3624421
Cadotte Airport,3624426
